62.0;0;1;-1;1;1;1;-1;-1;-1;1
57.0;0;1;-1;1;1;-1;-1;1;-1;1
45.0;0;1;-1;1;1;-1;1;1;-1;1
63.0;0;1;-1;1;1;-1;1;1;-1;1
32.0;1;1;1;-1;1;-1;1;0;-1;1
43.0;0;1;1;1;1;-1;1;1;-1;1
67.0;-1;1;-1;-1;1;-1;-1;-1;-1;1
73.0;1;1;1;-1;-1;-1;-1;-1;-1;1
60.0;0;1;-1;-1;-1;-1;-1;-1;1;1
55.0;-1;1;-1;1;-1;-1;-1;-1;1;1
58.0;0;-1;-1;-1;1;-1;-1;-1;-1;1
61.0;1;1;-1;0;-1;1;-1;-1;-1;1
50.0;0;1;-1;-1;1;1;-1;-1;-1;1
46.0;1;-1;-1;1;-1;-1;-1;1;-1;1
-1.0;-1;1;-1;-1;1;-1;-1;0;-1;1
80.0;0;1;1;-1;1;-1;-1;-1;-1;1
-1.0;-1;1;1;-1;1;-1;-1;0;-1;1
-1.0;-1;1;1;-1;1;1;-1;-1;-1;1
75.0;0;1;-1;1;1;1;-1;-1;-1;1
71.0;0;1;-1;-1;1;-1;-1;-1;-1;1
69.0;1;-1;-1;-1;-1;-1;-1;-1;-1;1
27.0;0;0;1;-1;-1;-1;-1;0;-1;1
78.0;1;0;1;-1;-1;-1;-1;-1;-1;1
71.0;1;0;1;-1;-1;-1;-1;0;-1;1
55.0;1;0;1;-1;-1;-1;-1;1;-1;1
58.0;1;1;1;-1;-1;-1;-1;-1;-1;1
48.0;1;-1;-1;-1;1;-1;-1;1;1;1
68.0;0;1;1;-1;-1;-1;-1;-1;-1;1
64.0;0;-1;1;-1;1;-1;-1;-1;-1;1
63.0;0;1;1;-1;-1;1;-1;-1;-1;1
43.0;0;1;-1;-1;-1;1;-1;-1;-1;1
55.0;0;1;-1;-1;1;-1;-1;1;-1;1
47.0;0;1;-1;-1;1;1;-1;-1;-1;1
63.0;-1;-1;-1;-1;-1;-1;-1;0;-1;1
76.0;0;-1;-1;-1;-1;-1;-1;1;-1;1
87.0;0;1;1;1;1;-1;-1;1;-1;1
72.0;1;1;1;-1;-1;-1;-1;1;-1;1
62.0;1;1;0;1;1;-1;-1;-1;-1;1
53.0;-1;1;1;-1;-1;-1;-1;0;-1;1
73.0;0;1;1;1;-1;-1;-1;-1;-1;1
87.0;0;-1;1;-1;1;-1;-1;-1;-1;1
82.0;1;1;1;-1;-1;-1;-1;-1;-1;1
65.0;0;1;-1;-1;1;-1;-1;-1;-1;1
69.0;-1;1;-1;1;1;-1;-1;-1;1;1
61.0;0;1;1;-1;-1;1;-1;-1;-1;1
61.0;0;-1;-1;-1;-1;-1;-1;-1;-1;1
4.2;-1;1;-1;-1;-1;-1;-1;-1;-1;1
84.0;0;-1;1;1;-1;-1;-1;-1;-1;1
60.0;0;-1;-1;1;-1;-1;-1;-1;-1;1
55.0;1;-1;1;1;1;-1;-1;-1;-1;1
57.0;0;-1;-1;1;-1;-1;-1;-1;-1;1
78.0;-1;1;-1;-1;1;-1;-1;-1;-1;1
-1.0;-1;-1;1;-1;1;-1;-1;1;1;1
65.0;1;0;1;-1;1;-1;-1;0;-1;1
53.0;1;1;1;1;-1;-1;-1;-1;-1;1
40.0;0;1;1;-1;-1;-1;-1;-1;1;1
60.0;0;1;1;-1;-1;-1;-1;-1;-1;1
30.0;0;1;1;-1;1;-1;-1;-1;-1;1
60.0;0;1;1;-1;-1;-1;-1;-1;-1;1
70.0;0;-1;0;-1;0;-1;-1;-1;-1;1
56.0;0;1;-1;-1;-1;-1;-1;-1;-1;1
49.0;0;1;-1;-1;-1;-1;-1;-1;-1;1
57.0;0;1;1;-1;1;-1;-1;-1;-1;1
74.0;0;0;1;-1;-1;-1;-1;-1;-1;1
71.0;1;1;1;1;-1;-1;-1;-1;-1;1
83.0;0;1;-1;-1;1;-1;-1;-1;-1;1
77.0;0;1;-1;1;-1;-1;-1;1;-1;1
80.0;0;1;-1;0;0;0;-1;0;1;0
82.0;0;1;-1;0;0;0;-1;0;1;0
40.0;1;1;-1;0;1;0;-1;0;1;0
67.0;1;1;-1;0;1;0;-1;0;1;0
77.0;0;1;-1;0;0;0;-1;0;1;0
51.0;1;0;-1;0;1;0;-1;0;1;0
76.0;1;1;-1;0;0;0;-1;0;1;0
48.0;1;0;-1;0;0;0;-1;0;1;0
68.0;0;0;-1;0;1;1;-1;0;1;0
46.0;1;0;-1;0;0;0;-1;0;1;0
37.0;0;1;-1;0;0;0;-1;0;1;0
79.0;1;0;-1;0;0;0;-1;0;1;0
78.0;1;0;-1;0;0;0;-1;0;1;0
55.0;1;0;-1;0;0;0;-1;0;1;0
83.0;1;1;-1;0;1;0;-1;0;1;0
50.0;0;1;-1;0;1;0;-1;0;1;0
46.0;1;1;-1;0;1;0;-1;0;1;0
48.0;0;1;-1;0;1;0;-1;0;1;0
82.0;1;0;-1;0;1;0;-1;0;1;0
60.0;0;1;-1;0;1;0;-1;0;1;0
37.0;1;0;-1;1;0;0;-1;0;1;0
57.0;1;1;-1;0;0;0;-1;0;1;0
51.0;0;0;-1;0;1;0;-1;0;1;0
89.0;1;1;-1;0;1;0;-1;0;1;0
57.0;1;0;-1;0;1;0;-1;0;1;0
70.0;0;0;-1;0;0;0;-1;0;1;0
71.0;1;0;-1;0;1;0;-1;0;1;0
44.0;1;1;-1;1;1;0;-1;0;1;0
52.0;1;1;-1;0;0;0;-1;0;1;0
53.0;1;0;-1;0;0;1;-1;0;1;0
52.0;1;1;-1;0;1;0;-1;0;1;0
73.0;0;1;-1;0;1;0;-1;0;1;0
25.0;1;1;-1;0;1;0;-1;0;1;0
50.0;0;1;-1;1;1;1;-1;0;1;0
32.0;1;1;-1;0;1;0;-1;0;1;0
26.0;1;1;-1;0;0;0;-1;0;1;0
27.0;1;1;-1;0;0;0;-1;0;1;0
82.0;0;1;-1;0;1;0;-1;0;1;0
43.0;0;0;-1;0;1;0;-1;0;1;0
67.0;0;1;-1;0;1;0;-1;0;1;0
67.0;0;1;-1;0;1;0;-1;0;1;0
90.0;0;1;-1;0;1;0;-1;0;1;0
54.0;1;1;-1;0;1;1;-1;0;1;0
64.0;1;1;-1;0;1;1;-1;0;1;0
72.0;0;0;-1;1;1;0;-1;0;1;0
49.0;0;0;-1;0;0;0;-1;0;1;0
31.0;1;0;-1;0;1;1;-1;0;1;0
29.0;1;1;-1;0;1;0;-1;0;1;0
34.0;1;1;-1;0;1;0;-1;0;1;0
89.0;1;1;-1;0;0;0;-1;0;1;0
89.0;0;0;-1;0;0;0;-1;0;1;0
72.0;1;1;-1;0;1;0;-1;0;1;0
78.0;1;1;-1;0;1;0;-1;0;1;0
73.0;0;1;-1;0;1;0;-1;0;1;0
89.0;1;0;-1;0;0;0;-1;0;1;0
69.0;1;0;-1;0;0;0;-1;0;1;0
60.0;1;1;-1;0;1;0;-1;0;1;0
62.0;1;0;-1;0;1;0;-1;0;1;0
63.0;0;1;-1;0;1;0;-1;0;1;0
63.0;1;1;-1;0;1;0;-1;0;1;0
40.0;1;0;-1;0;0;0;-1;0;1;0
78.0;1;0;-1;0;0;0;-1;0;1;0
